Year,Month,State,Primary Mode,Etiology,Serotype or Genotype,Etiology Status,Setting,Illnesses,Hospitalizations,Info on Hospitalizations,Deaths,Info on Deaths,Food Vehicle,Food Contaminated Ingredient,IFSAC Category,Water Exposure,Water Type,Animal Type,Animal Type Specify,Water Status
2009,1,Pennsylvania,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,87,0,87,0,87,,,,,,,,
2009,1,Pennsylvania,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,51,0,51,0,51,,,,,,,,
2009,2,Pennsylvania,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,16,1,16,0,16,,,,,,,,
2009,2,Pennsylvania,Person-to-person,Norovirus,,Suspected,Hospital,6,0,6,0,6,,,,,,,,
2009,2,Pennsylvania,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,34,2,34,0,34,,,,,,,,
2009,7,Wisconsin,Person-to-person,Shigella sonnei,,Confirmed,Child day care,7,0,7,0,7,,,,,,,,
2009,6,Pennsylvania,Person-to-person,Shigella sonnei,,Confirmed,Child day care,13,0,13,0,13,,,,,,,,
2009,7,South Dakota,Person-to-person,"Escherichia coli, Shiga toxin-producing",O111,Confirmed,,11,4,11,0,11,,,,,,,,
2009,8,Iowa,Person-to-person,,,,Private home/residence,25,0,25,0,25,,,,,,,,
2009,1,Ohio,Person-to-person,Shigella sonnei,,Confirmed,Child day care,2,0,2,0,2,,,,,,,,
2009,3,Ohio,Person-to-person,Shigella sonnei,,Confirmed,Child day care,8,0,8,0,8,,,,,,,,
2009,7,Pennsylvania,Person-to-person,Giardia duodenalis,,Confirmed,,4,0,4,0,4,,,,,,,,
2009,8,Tennessee,Person-to-person,Shigella sonnei,,Confirmed,School/college/university,8,0,6,0,6,,,,,,,,
2009,1,West Virginia,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,14,1,14,0,14,,,,,,,,
2009,8,Vermont,Person-to-person,Norovirus unknown,,Confirmed,"Other, specify",2,0,2,0,2,,,,,,,,
2009,7,Pennsylvania,Person-to-person,Norovirus unknown,,Confirmed,Camp,350,0,350,0,350,,,,,,,,
2009,3,Ohio,Person-to-person,Norovirus Genogroup II,GII.2,Confirmed,Child day care,15,0,15,0,15,,,,,,,,
2009,1,Pennsylvania,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,51,0,51,0,51,,,,,,,,
2009,4,Arizona,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,,16,4,14,0,14,,,,,,,,
2009,2,Pennsylvania,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,9,0,9,0,9,,,,,,,,
2009,1,Pennsylvania,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,43,0,43,0,43,,,,,,,,
2009,1,Pennsylvania,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,96,0,96,0,96,,,,,,,,
2009,1,Pennsylvania,Person-to-person,Norovirus unknown,,Confirmed,Hospital,16,0,16,0,16,,,,,,,,
2009,1,Pennsylvania,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,120,0,120,0,120,,,,,,,,
2009,2,Pennsylvania,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,91,0,91,0,91,,,,,,,,
2009,1,Pennsylvania,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,38,0,38,0,38,,,,,,,,
2009,2,Pennsylvania,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,42,0,42,0,42,,,,,,,,
2009,2,Pennsylvania,Person-to-person,Norovirus unknown,,Confirmed,Hotel/motel,16,0,16,0,16,,,,,,,,
2009,3,Arizona,Person-to-person,,,,Long-term care/nursing home/assisted living facility,19,0,19,0,19,,,,,,,,
2009,6,Michigan,Person-to-person,,,,,28,0,28,0,28,,,,,,,,
2009,5,Michigan,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,,23,0,0,0,0,,,,,,,,
2009,8,Maine,Person-to-person,,,,Long-term care/nursing home/assisted living facility,11,0,11,0,11,,,,,,,,
2009,6,Michigan,Person-to-person,,,,,25,0,9,0,9,,,,,,,,
2009,9,Michigan,Person-to-person,,,,,15,0,15,0,15,,,,,,,,
2009,5,Kansas,Person-to-person,Shigella sonnei,,Confirmed,,16,1,16,0,16,,,,,,,,
2009,9,Michigan,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,,13,0,0,0,0,,,,,,,,
2009,1,Ohio,Person-to-person,Norovirus Genogroup II,GII.4 Den Haag,Suspected,Long-term care/nursing home/assisted living facility,27,2,27,0,27,,,,,,,,
2009,3,Ohio,Person-to-person,Norovirus Genogroup II,GII.4 Den Haag,Confirmed,Hospital,15,0,0,0,15,,,,,,,,
2009,4,Ohio,Person-to-person,Norovirus Genogroup II,GII.4 Den Haag,Confirmed,Hospital,26,0,0,0,26,,,,,,,,
2009,6,Ohio,Person-to-person,Shigella sonnei,,Confirmed,Child day care,13,0,0,0,13,,,,,,,,
2009,1,West Virginia,Person-to-person,,,,Long-term care/nursing home/assisted living facility,22,1,22,0,22,,,,,,,,
2009,1,West Virginia,Person-to-person,,,,Long-term care/nursing home/assisted living facility,30,0,28,0,28,,,,,,,,
2009,2,West Virginia,Person-to-person,Norovirus Genogroup II,,Suspected,Hospital,15,7,15,0,15,,,,,,,,
2009,10,Virginia,Person-to-person,Norovirus unknown,,Confirmed,School/college/university,120,0,120,0,120,,,,,,,,
2009,6,West Virginia,Person-to-person,,,,Long-term care/nursing home/assisted living facility,20,0,8,0,8,,,,,,,,
2009,7,Missouri,Person-to-person,,,,School/college/university,28,0,28,0,28,,,,,,,,
2009,7,Missouri,Person-to-person,,,,"Other, specify",13,0,13,0,13,,,,,,,,
2009,5,Arizona,Person-to-person,Shigella sonnei,,Confirmed,Child day care,30,0,0,0,0,,,,,,,,
2009,5,Arizona,Person-to-person,Shigella sonnei,,Confirmed,Child day care,14,0,0,0,0,,,,,,,,
2009,5,Arizona,Person-to-person,Shigella sonnei,,Confirmed,Child day care,5,0,5,0,5,,,,,,,,
2009,6,Arizona,Person-to-person,Shigella sonnei,,Confirmed,Child day care,7,0,4,0,4,,,,,,,,
2009,10,Ohio,Person-to-person,,,,School/college/university,138,0,0,0,138,,,,,,,,
2009,1,Wyoming,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,12,0,12,0,12,,,,,,,,
2009,4,Wyoming,Person-to-person,,,,Long-term care/nursing home/assisted living facility,43,0,43,0,43,,,,,,,,
2009,4,Wyoming,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,10,0,10,0,10,,,,,,,,
2009,6,Ohio,Person-to-person,Shigella sonnei,,Confirmed,Child day care,38,0,38,0,38,,,,,,,,
2009,8,South Carolina,Person-to-person,Salmonella enterica,Newport,Confirmed,,5,0,5,0,5,,,,,,,,
2009,9,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,17,0,17,0,17,,,,,,,,
2009,10,Ohio,Person-to-person,,,,School/college/university,66,0,66,0,66,,,,,,,,
2009,9,Pennsylvania,Person-to-person,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,3,0,3,0,3,,,,,,,,
2009,10,Ohio,Person-to-person,,,,School/college/university,10,0,0,0,10,,,,,,,,
2009,10,Ohio,Person-to-person,,,,Camp,9,0,0,0,9,,,,,,,,
2009,9,Pennsylvania,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,17,0,17,0,17,,,,,,,,
2009,9,Pennsylvania,Person-to-person,Norovirus unknown,,Confirmed,School/college/university,26,0,26,0,26,,,,,,,,
2009,10,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,28,0,28,0,28,,,,,,,,
2009,7,Oregon,Person-to-person,Cryptosporidium,,Confirmed,Hospital,16,1,16,1,16,,,,,,,,
2009,2,Pennsylvania,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,34,0,34,0,34,,,,,,,,
2009,10,Vermont,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,16,0,16,1,16,,,,,,,,
2009,9,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,27,2,27,0,27,,,,,,,,
2009,11,Michigan,Person-to-person,Norovirus Genogroup II,,Suspected,,4,1,4,0,4,,,,,,,,
2009,9,Minnesota,Person-to-person,Cryptosporidium unknown,,Confirmed,Child day care,4,1,3,0,3,,,,,,,,
2009,1,Texas,Person-to-person,Norovirus,,Confirmed,,60,7,60,0,60,,,,,,,,
2009,1,Texas,Person-to-person,,,,,13,0,13,0,13,,,,,,,,
2009,3,Texas,Person-to-person,Norovirus unknown,,Confirmed,,7,0,7,0,7,,,,,,,,
2009,8,Texas,Person-to-person,Norovirus Genogroup I,unknown,Suspected,,32,0,32,0,32,,,,,,,,
2009,9,Minnesota,Person-to-person,Cryptosporidium unknown,,Confirmed,Child day care,2,0,2,0,2,,,,,,,,
2009,2,Hawaii,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,,64,0,0,0,0,,,,,,,,
2009,1,Texas,Person-to-person,Norovirus unknown,,Confirmed,,170,0,170,0,170,,,,,,,,
2009,1,Wisconsin,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,42,0,42,0,42,,,,,,,,
2009,2,Wisconsin,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,70,0,70,0,70,,,,,,,,
2009,8,Maryland,Person-to-person,Shigella sonnei,,Confirmed,Child day care,21,1,21,0,21,,,,,,,,
2009,11,Ohio,Person-to-person,Shigella sonnei,,Confirmed,School/college/university,11,0,6,0,6,,,,,,,,
2009,11,Ohio,Person-to-person,Norovirus Genogroup II,GII.12,Confirmed,"Other, specify",17,0,16,0,16,,,,,,,,
2009,11,Ohio,Person-to-person,,,,School/college/university,57,0,37,0,37,,,,,,,,
2009,10,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,28,0,28,0,28,,,,,,,,
2009,5,Texas,Person-to-person,Norovirus,,Confirmed,,25,1,25,0,25,,,,,,,,
2009,11,Tennessee,Person-to-person,Norovirus Genogroup II,GII.4 Den Haag,Confirmed,,38,3,38,0,38,,,,,,,,
2009,12,Minnesota,Person-to-person,Norovirus,,Suspected,School/college/university,84,0,0,0,0,,,,,,,,
2009,12,Pennsylvania,Person-to-person,Norovirus unknown,,Suspected,Prison/jail,12,0,12,0,12,,,,,,,,
2009,11,Maine,Person-to-person,,,,School/college/university,66,0,66,0,66,,,,,,,,
2009,11,Michigan,Person-to-person,,,,,28,0,0,0,0,,,,,,,,
2009,11,Michigan,Person-to-person,,,,,7,0,0,0,7,,,,,,,,
2009,12,Michigan,Person-to-person,,,,,13,0,0,0,0,,,,,,,,
2009,12,Michigan,Person-to-person,Norovirus Genogroup II,GII.12,Confirmed,,15,0,0,0,0,,,,,,,,
2009,12,Michigan,Person-to-person,,,,,31,0,0,0,0,,,,,,,,
2009,12,Ohio,Person-to-person,Norovirus Genogroup II,GII.7,Confirmed,Child day care,64,0,64,0,64,,,,,,,,
2009,9,Pennsylvania,Person-to-person,Shigella sonnei,,Confirmed,Child day care,6,0,6,0,6,,,,,,,,
2009,12,Pennsylvania,Person-to-person,,,,Long-term care/nursing home/assisted living facility,5,0,5,0,5,,,,,,,,
2009,9,Pennsylvania,Person-to-person,Shigella sonnei,,Confirmed,School/college/university,11,0,11,0,11,,,,,,,,
2009,12,Tennessee,Person-to-person,Norovirus Genogroup II,GII.4 Den Haag,Confirmed,Restaurant,5,0,5,0,5,,,,,,,,
2009,12,Michigan,Person-to-person,,,,,35,0,0,0,0,,,,,,,,
2009,1,Missouri,Person-to-person,,,,School/college/university,14,0,14,0,14,,,,,,,,
2009,9,Missouri,Person-to-person,Shigella sonnei,,Confirmed,Child day care,4,0,4,0,4,,,,,,,,
2009,4,Missouri,Person-to-person,Shigella sonnei,,Confirmed,"Other, specify",39,2,39,0,39,,,,,,,,
2009,1,Ohio,Person-to-person,Shigella sonnei,,Confirmed,Child day care,2,0,2,0,2,,,,,,,,
2009,2,Ohio,Person-to-person,,,,,3,0,0,0,3,,,,,,,,
2009,2,Ohio,Person-to-person,Shigella sonnei,,Confirmed,Child day care,2,0,2,0,2,,,,,,,,
2009,2,Ohio,Person-to-person,Shigella sonnei,,Confirmed,Child day care,8,0,8,0,8,,,,,,,,
2009,1,Ohio,Person-to-person,Shigella sonnei,,Confirmed,,3,0,3,0,3,,,,,,,,
2009,3,Ohio,Person-to-person,Shigella sonnei,,Confirmed,Child day care,5,0,5,0,5,,,,,,,,
2009,4,Ohio,Person-to-person,Shigella sonnei,,Confirmed,Child day care,6,0,6,0,6,,,,,,,,
2009,4,Ohio,Person-to-person,Shigella sonnei,,Confirmed,Child day care,12,0,0,0,10,,,,,,,,
2009,4,Ohio,Person-to-person,Shigella sonnei,,Confirmed,Child day care,2,0,2,0,2,,,,,,,,
2009,10,Arkansas,Person-to-person,,,,,17,0,0,0,0,,,,,,,,
2009,11,Maine,Person-to-person,,,,Long-term care/nursing home/assisted living facility,10,0,10,0,10,,,,,,,,
2009,1,Pennsylvania,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,10,0,10,0,10,,,,,,,,
2009,3,Pennsylvania,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,38,0,38,0,38,,,,,,,,
2009,12,Arkansas,Person-to-person,Norovirus Genogroup I,unknown,Confirmed,,37,0,37,0,37,,,,,,,,
2009,3,Pennsylvania,Person-to-person,Shigella sonnei,,Suspected,Private home/residence,6,0,6,0,6,,,,,,,,
2009,1,North Dakota,Person-to-person,,,,Long-term care/nursing home/assisted living facility,37,2,27,2,27,,,,,,,,
2009,12,Vermont,Person-to-person,,,,Long-term care/nursing home/assisted living facility,15,0,15,0,15,,,,,,,,
2009,11,Nevada,Person-to-person,Norovirus unknown,,Confirmed,,18,0,18,0,18,,,,,,,,
2009,1,North Dakota,Person-to-person,,,,Long-term care/nursing home/assisted living facility,77,0,57,0,57,,,,,,,,
2009,1,North Dakota,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,25,0,25,0,25,,,,,,,,
2009,2,North Dakota,Person-to-person,,,,Long-term care/nursing home/assisted living facility,38,0,38,0,38,,,,,,,,
2009,2,North Dakota,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,41,0,30,0,30,,,,,,,,
2009,2,North Dakota,Person-to-person,,,,,74,2,58,0,58,,,,,,,,
2009,2,North Dakota,Person-to-person,,,,Long-term care/nursing home/assisted living facility,42,0,42,0,42,,,,,,,,
2009,5,Arizona,Person-to-person,Shigella sonnei,,Confirmed,Child day care,9,1,7,0,7,,,,,,,,
2009,1,Virginia,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,,40,0,0,0,40,,,,,,,,
2009,12,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,,12,0,12,0,12,,,,,,,,
2009,12,Ohio,Person-to-person,Norovirus Genogroup II,GII.12,Confirmed,Child day care,49,1,43,0,43,,,,,,,,
2009,2,North Dakota,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,111,0,84,2,84,,,,,,,,
2009,2,North Dakota,Person-to-person,,,,Long-term care/nursing home/assisted living facility,10,0,10,0,10,,,,,,,,
2009,2,North Dakota,Person-to-person,,,,Long-term care/nursing home/assisted living facility,89,4,65,0,65,,,,,,,,
2009,3,North Dakota,Person-to-person,,,,Long-term care/nursing home/assisted living facility,32,0,18,0,18,,,,,,,,
2009,10,Pennsylvania,Person-to-person,Shigella sonnei,,Confirmed,"Other, specify",84,2,84,0,84,,,,,,,,
2009,4,North Dakota,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Hospital,30,0,0,0,30,,,,,,,,
2009,2,Virginia,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,,115,0,33,0,33,,,,,,,,
2009,12,South Carolina,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,175,18,175,1,175,,,,,,,,
2009,12,Michigan,Person-to-person,,,,,19,0,0,0,0,,,,,,,,
2009,12,Michigan,Person-to-person,,,,,2,0,0,0,0,,,,,,,,
2009,12,Michigan,Person-to-person,,,,,18,0,18,0,18,,,,,,,,
2009,12,Michigan,Person-to-person,,,,,43,0,0,0,0,,,,,,,,
2009,12,Michigan,Person-to-person,,,,,23,0,23,0,23,,,,,,,,
2009,12,Michigan,Person-to-person,Norovirus Genogroup II,GII.12,Confirmed,,20,0,0,0,0,,,,,,,,
2009,12,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,33,0,33,0,33,,,,,,,,
2009,12,Michigan,Person-to-person,,,,,10,0,0,0,0,,,,,,,,
2009,12,Michigan,Person-to-person,,,,,15,0,0,0,0,,,,,,,,
2010,1,Michigan,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,,30,0,30,0,30,,,,,,,,
2009,12,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,31,2,31,2,31,,,,,,,,
2009,1,Pennsylvania,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,50,11,50,0,50,,,,,,,,
2010,1,Michigan,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,,24,0,0,0,24,,,,,,,,
2010,1,Michigan,Person-to-person,,,,,30,0,0,0,30,,,,,,,,
2009,11,Arizona,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,17,5,17,0,17,,,,,,,,
2009,12,Connecticut,Person-to-person,,,,Long-term care/nursing home/assisted living facility,27,0,27,0,27,,,,,,,,
2009,12,Connecticut,Person-to-person,,,,Long-term care/nursing home/assisted living facility,6,1,6,0,6,,,,,,,,
2009,12,Ohio,Person-to-person,,,,School/college/university,15,0,0,0,15,,,,,,,,
2009,11,Alaska,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,,62,0,62,0,62,,,,,,,,
2009,9,Missouri,Person-to-person,Norovirus Genogroup II,GII.12,Confirmed,School/college/university,41,0,41,0,41,,,,,,,,
2010,1,Michigan,Person-to-person,,,,,25,0,0,0,25,,,,,,,,
2009,12,Tennessee,Person-to-person,Norovirus Genogroup II,GII.4 Den Haag,Confirmed,Long-term care/nursing home/assisted living facility,11,2,11,0,11,,,,,,,,
2009,12,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,80,0,80,1,80,,,,,,,,
2009,11,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,77,1,77,0,77,,,,,,,,
2010,1,Tennessee,Person-to-person,Norovirus Genogroup II,GII.4 New Orleans,Suspected,"Other, specify",26,4,26,0,26,,,,,,,,
2009,12,Nevada,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,,22,0,22,0,22,,,,,,,,
2009,12,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,,167,2,167,0,167,,,,,,,,
2009,5,Arizona,Person-to-person,,,,,33,0,0,0,0,,,,,,,,
2009,7,Maryland,Person-to-person,Shigella sonnei,,Confirmed,Child day care,5,1,5,0,5,,,,,,,,
2010,1,Massachusetts,Person-to-person,Norovirus,,Confirmed,Other healthcare facility,25,0,25,0,25,,,,,,,,
2009,12,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,57,0,57,0,57,,,,,,,,
2010,1,Massachusetts,Person-to-person,Norovirus,,Confirmed,Hospital,4,0,4,0,4,,,,,,,,
2010,1,Massachusetts,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,21,3,21,0,21,,,,,,,,
2009,3,Pennsylvania,Person-to-person,Shigella sonnei,,Suspected,Private home/residence,5,0,5,0,5,,,,,,,,
2009,2,Pennsylvania,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,85,0,85,0,85,,,,,,,,
2009,1,Pennsylvania,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,33,0,2,0,2,,,,,,,,
2010,1,Iowa,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,,7,0,7,0,7,,,,,,,,
2009,1,Pennsylvania,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,31,0,31,0,31,,,,,,,,
2009,11,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,9,0,9,0,9,,,,,,,,
2009,4,Maryland,Person-to-person,Salmonella enterica,Agona,Suspected,Child day care,4,0,4,0,4,,,,,,,,
2009,11,South Carolina,Person-to-person,Norovirus Genogroup II,,Suspected,,10,0,10,0,10,,,,,,,,
2009,6,Maryland,Person-to-person,Shigella sonnei,,Confirmed,"Other, specify",9,1,9,0,9,,,,,,,,
2010,1,Pennsylvania,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,63,0,63,0,63,,,,,,,,
2009,12,Tennessee,Person-to-person,Norovirus Genogroup II,GII.4 New Orleans,Suspected,Long-term care/nursing home/assisted living facility,40,1,1,0,40,,,,,,,,
2010,1,Tennessee,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,,92,3,92,1,92,,,,,,,,
2009,4,Maine,Person-to-person,Norovirus Genogroup II,,Suspected,Hospital,35,0,35,0,35,,,,,,,,
2009,10,Maine,Person-to-person,,,,School/college/university,31,0,31,0,31,,,,,,,,
2010,1,Massachusetts,Person-to-person,,,,Long-term care/nursing home/assisted living facility,9,0,9,0,9,,,,,,,,
2010,1,Massachusetts,Person-to-person,,,,Long-term care/nursing home/assisted living facility,41,0,41,0,41,,,,,,,,
2009,12,Texas,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,,65,6,65,0,65,,,,,,,,
2010,1,Massachusetts,Person-to-person,,,,Long-term care/nursing home/assisted living facility,27,0,27,0,27,,,,,,,,
2009,11,Texas,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,,47,3,47,0,47,,,,,,,,
2010,1,Massachusetts,Person-to-person,,,,,10,0,10,0,10,,,,,,,,
2009,12,Ohio,Person-to-person,,,,"Other, specify",30,0,30,0,30,,,,,,,,
2009,1,West Virginia,Person-to-person,,,,Long-term care/nursing home/assisted living facility,26,0,0,0,0,,,,,,,,
2009,2,West Virginia,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,64,0,64,0,64,,,,,,,,
2009,12,West Virginia,Person-to-person,,,,,4,0,4,0,4,,,,,,,,
2009,12,Ohio,Person-to-person,,,,"Other, specify",126,0,126,0,126,,,,,,,,
2009,12,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,77,0,77,0,77,,,,,,,,
2010,1,Massachusetts,Person-to-person,,,,Restaurant,13,0,13,0,13,,,,,,,,
2010,1,Connecticut,Person-to-person,,,,Long-term care/nursing home/assisted living facility,12,0,12,0,12,,,,,,,,
2009,2,West Virginia,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,31,0,0,0,0,,,,,,,,
2010,1,Kansas,Person-to-person,,,,School/college/university,31,0,31,0,31,,,,,,,,
2010,1,Kansas,Person-to-person,Norovirus unknown,,Confirmed,School/college/university,25,0,23,0,23,,,,,,,,
2009,10,Kansas,Person-to-person,Shigella sonnei,,Confirmed,School/college/university,102,0,0,0,102,,,,,,,,
2009,10,Kansas,Person-to-person,Shigella sonnei,,Confirmed,School/college/university,6,0,0,0,6,,,,,,,,
2009,3,West Virginia,Person-to-person,Rotavirus,,Confirmed,"Other, specify",10,0,0,0,0,,,,,,,,
2009,3,West Virginia,Person-to-person,,,,Long-term care/nursing home/assisted living facility,11,0,11,0,11,,,,,,,,
2009,7,California,Person-to-person,Shigella flexneri,unknown,Confirmed,,3,1,3,0,3,,,,,,,,
2009,12,Pennsylvania,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,61,0,61,0,61,,,,,,,,
2009,4,West Virginia,Person-to-person,,,,Long-term care/nursing home/assisted living facility,59,2,59,0,59,,,,,,,,
2010,1,Massachusetts,Person-to-person,,,,Long-term care/nursing home/assisted living facility,48,0,48,0,48,,,,,,,,
2010,1,Massachusetts,Person-to-person,,,,Long-term care/nursing home/assisted living facility,27,0,27,0,27,,,,,,,,
2010,1,Massachusetts,Person-to-person,,,,Long-term care/nursing home/assisted living facility,9,0,9,0,9,,,,,,,,
2010,1,Massachusetts,Person-to-person,,,,Long-term care/nursing home/assisted living facility,41,0,41,0,41,,,,,,,,
2010,1,Massachusetts,Person-to-person,,,,Long-term care/nursing home/assisted living facility,10,0,10,0,10,,,,,,,,
2010,1,Massachusetts,Person-to-person,,,,Long-term care/nursing home/assisted living facility,6,0,6,0,6,,,,,,,,
2009,4,West Virginia,Person-to-person,,,,Child day care,7,0,7,0,7,,,,,,,,
2009,5,West Virginia,Person-to-person,,,,Long-term care/nursing home/assisted living facility,15,0,15,0,15,,,,,,,,
2009,5,West Virginia,Person-to-person,,,,Long-term care/nursing home/assisted living facility,4,0,0,0,0,,,,,,,,
2010,1,Michigan,Person-to-person,Norovirus Genogroup II,GII.4 other,Confirmed,,26,0,0,0,0,,,,,,,,
2010,1,Michigan,Person-to-person,,,,,11,0,0,0,0,,,,,,,,
2010,1,Michigan,Person-to-person,,,,,20,0,0,0,0,,,,,,,,
2010,1,Michigan,Person-to-person,,,,,9,0,0,0,0,,,,,,,,
2010,1,Michigan,Person-to-person,,,,,11,0,0,0,0,,,,,,,,
2010,1,Michigan,Person-to-person,,,,,12,0,0,0,0,,,,,,,,
2010,1,Michigan,Person-to-person,Norovirus Genogroup II,GII.12,Confirmed,,17,0,0,0,0,,,,,,,,
2010,1,Mississippi,Person-to-person,Norovirus unknown,,Suspected,,22,1,22,0,22,,,,,,,,
2010,1,Wisconsin,Person-to-person,Norovirus Genogroup I,unknown,Confirmed,Long-term care/nursing home/assisted living facility,30,0,30,0,30,,,,,,,,
2010,1,Wisconsin,Person-to-person,Norovirus Genogroup II; Norovirus Genogroup I,unknown; unknown,Confirmed; Suspected,Long-term care/nursing home/assisted living facility,14,0,14,0,14,,,,,,,,
2010,1,West Virginia,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,55,0,55,0,55,,,,,,,,
2010,1,Texas,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,55,3,55,1,55,,,,,,,,
2010,1,Massachusetts,Person-to-person,,,,Long-term care/nursing home/assisted living facility,23,0,23,0,23,,,,,,,,
2010,1,Massachusetts,Person-to-person,,,,Long-term care/nursing home/assisted living facility,48,0,48,0,48,,,,,,,,
2010,1,Massachusetts,Person-to-person,,,,School/college/university,26,1,26,0,26,,,,,,,,
2010,1,Arizona,Person-to-person,Norovirus Genogroup II,,Suspected,Long-term care/nursing home/assisted living facility,12,0,8,0,8,,,,,,,,
2010,1,Iowa,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,"Other, specify",30,0,30,0,30,,,,,,,,
2010,1,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,5,0,5,0,5,,,,,,,,
2010,1,Minnesota,Person-to-person,Norovirus Genogroup II,,Suspected,School/college/university,16,0,6,0,6,,,,,,,,
